family,trial,params,cv_log_loss
lightgbm,33,"{""n_estimators"": 91, ""learning_rate"": 0.025801559342144398, ""max_depth"": 4, ""num_leaves"": 98, ""subsample"": 0.5021963367511961, ""colsample_bytree"": 0.6600694736520686, ""min_child_samples"": 40, ""reg_alpha"": 0.0019461094559529385, ""reg_lambda"": 5.144570501800323e-07}",0.5531172231391875
lightgbm,34,"{""n_estimators"": 153, ""learning_rate"": 0.01900710885210511, ""max_depth"": 3, ""num_leaves"": 84, ""subsample"": 0.6604773054808027, ""colsample_bytree"": 0.72365542853359, ""min_child_samples"": 30, ""reg_alpha"": 0.030105407791179737, ""reg_lambda"": 2.5356397813316277e-05}",0.5442132200591888
lightgbm,35,"{""n_estimators"": 161, ""learning_rate"": 0.01784404773115484, ""max_depth"": 5, ""num_leaves"": 84, ""subsample"": 0.6864177638358553, ""colsample_bytree"": 0.7231137340678193, ""min_child_samples"": 39, ""reg_alpha"": 0.03242545402111309, ""reg_lambda"": 3.9759692759836736e-05}",0.5513135370959182
lightgbm,36,"{""n_estimators"": 209, ""learning_rate"": 0.014481065711877947, ""max_depth"": 3, ""num_leaves"": 104, ""subsample"": 0.6502217113456619, ""colsample_bytree"": 0.6166502685057696, ""min_child_samples"": 31, ""reg_alpha"": 1.544963979279984, ""reg_lambda"": 2.209286966602683e-08}",0.5489368188913217
lightgbm,37,"{""n_estimators"": 160, ""learning_rate"": 0.022119028001369414, ""max_depth"": 2, ""num_leaves"": 51, ""subsample"": 0.7676074903531388, ""colsample_bytree"": 0.7559408118176656, ""min_child_samples"": 33, ""reg_alpha"": 0.09837766425451515, ""reg_lambda"": 2.0720343594708008e-07}",0.5459448253550399
lightgbm,38,"{""n_estimators"": 386, ""learning_rate"": 0.10845385181972014, ""max_depth"": 4, ""num_leaves"": 110, ""subsample"": 0.8255222047371671, ""colsample_bytree"": 0.7178577053940487, ""min_child_samples"": 30, ""reg_alpha"": 0.01576602366001603, ""reg_lambda"": 2.8947257836993183e-05}",0.7014353323067536
lightgbm,39,"{""n_estimators"": 304, ""learning_rate"": 0.019112488886275987, ""max_depth"": 4, ""num_leaves"": 78, ""subsample"": 0.7490290494839315, ""colsample_bytree"": 0.7022330235447751, ""min_child_samples"": 26, ""reg_alpha"": 0.3652913440754612, ""reg_lambda"": 0.0002581866504547767}",0.5599100294489143
gp,0,"{""length_scale"": 0.15362502417067828, ""nu"": 0.5}",0.5612907536535597
gp,1,"{""length_scale"": 0.13152166577456548, ""nu"": 0.5}",0.5612907086074935
gp,2,"{""length_scale"": 7.058748877882538, ""nu"": 1.5}",0.5515448464229832
gp,3,"{""length_scale"": 0.20848415372238793, ""nu"": 0.5}",0.5612907603873324
gp,4,"{""length_scale"": 0.8467332664310421, ""nu"": 2.5}",0.550340842484346
gp,5,"{""length_scale"": 1.1419406746169662, ""nu"": 2.5}",0.5503408396591557
gp,6,"{""length_scale"": 0.11028129281519959, ""nu"": 1.5}",0.551544900052075
gp,7,"{""length_scale"": 6.665125107959776, ""nu"": 0.5}",0.5612907494564906
gp,8,"{""length_scale"": 1.0345049522434526, ""nu"": 1.5}",0.5515448578714099
gp,9,"{""length_scale"": 0.2530114815700234, ""nu"": 0.5}",0.5612907315316249
gp,10,"{""length_scale"": 1.6740873975268566, ""nu"": 2.5}",0.5503408146467711
gp,11,"{""length_scale"": 1.9203043142914593, ""nu"": 2.5}",0.5503408545517567
gp,12,"{""length_scale"": 2.5721907698268636, ""nu"": 2.5}",0.5503408189037522
gp,13,"{""length_scale"": 2.892208546792502, ""nu"": 2.5}",0.5503408243074998
gp,14,"{""length_scale"": 3.2651569480511093, ""nu"": 2.5}",0.5503407886649199
