logistic_isotonic,bma_ensemble
15.217235560956684,15.217235560956684
15.978097339004519,15.978097339004519
15.978097339004519,15.978097339004519
15.978097339004519,15.978097339004519
16.777002205954744,16.777002205954744
16.777002205954744,16.777002205954744
17.615852316252482,17.615852316252482
18.496644932065106,18.496644932065106
17.57181268546185,17.57181268546185
18.450403319734942,18.450403319734942
17.527883153748196,17.527883153748196
16.651488996060785,16.651488996060785
17.484063445863825,17.484063445863825
16.609860273570632,16.609860273570632
15.7793672598921,15.7793672598921
14.990398896897494,14.990398896897494
14.240878952052618,14.240878952052618
14.240878952052618,14.240878952052618
13.528835004449986,13.528835004449986
13.528835004449986,13.528835004449986
13.528835004449986,13.528835004449986
14.205276754672486,14.205276754672486
13.495012916938862,13.495012916938862
13.495012916938862,13.495012916938862
12.820262271091918,12.820262271091918
13.461275384646514,13.461275384646514
14.134339153878841,14.134339153878841
13.427622196184899,13.427622196184899
13.427622196184899,13.427622196184899
14.099003305994145,14.099003305994145
14.803953471293854,14.803953471293854
15.544151144858548,15.544151144858548
16.321358702101477,16.321358702101477
17.137426637206552,17.137426637206552
17.99429796906688,17.99429796906688
17.99429796906688,17.99429796906688
18.894012867520225,18.894012867520225
18.894012867520225,18.894012867520225
18.894012867520225,18.894012867520225
19.838713510896238,19.838713510896238
20.83064918644105,20.83064918644105
21.872181645763103,21.872181645763103
22.96579072805126,22.96579072805126
24.114080264453825,24.114080264453825
25.31978427767652,25.31978427767652
25.31978427767652,25.31978427767652
25.31978427767652,25.31978427767652
26.585773491560346,26.585773491560346
26.585773491560346,26.585773491560346
25.256484816982326,25.256484816982326
23.99366057613321,23.99366057613321
23.99366057613321,23.99366057613321
22.79397754732655,22.79397754732655
23.933676424692877,23.933676424692877
25.13036024592752,25.13036024592752
26.3868782582239,26.3868782582239
27.706222171135096,27.706222171135096
27.706222171135096,27.706222171135096
27.706222171135096,27.706222171135096
29.091533279691852,29.091533279691852
30.546109943676445,30.546109943676445
32.073415440860266,32.073415440860266
32.073415440860266,32.073415440860266
30.469744668817253,30.469744668817253
30.469744668817253,30.469744668817253
31.993231902258117,31.993231902258117
30.39357030714521,30.39357030714521
31.913248822502474,31.913248822502474
31.913248822502474,31.913248822502474
31.913248822502474,31.913248822502474
31.913248822502474,31.913248822502474
33.5089112636276,33.5089112636276
35.18435682680899,35.18435682680899
35.18435682680899,35.18435682680899
33.425138985468536,33.425138985468536
35.09639593474196,35.09639593474196
35.09639593474196,35.09639593474196
35.09639593474196,35.09639593474196
35.09639593474196,35.09639593474196
35.09639593474196,35.09639593474196
35.09639593474196,35.09639593474196
36.851215731479066,36.851215731479066
36.851215731479066,36.851215731479066
36.851215731479066,36.851215731479066
38.69377651805302,38.69377651805302
40.628465343955675,40.628465343955675
38.59704207675789,38.59704207675789
38.59704207675789,38.59704207675789
40.52689418059578,40.52689418059578
40.52689418059578,40.52689418059578
40.52689418059578,40.52689418059578
42.553238889625575,42.553238889625575
42.553238889625575,42.553238889625575
42.553238889625575,42.553238889625575
42.27511314524894,42.27511314524894
44.38886880251139,44.38886880251139
46.60831224263696,46.60831224263696
46.60831224263696,46.60831224263696
46.60831224263696,46.60831224263696
46.60831224263696,46.60831224263696
46.60831224263696,46.60831224263696
48.938727854768814,48.938727854768814
48.938727854768814,48.938727854768814
48.938727854768814,48.938727854768814
48.938727854768814,48.938727854768814
51.38566424750726,51.38566424750726
48.81638103513189,48.81638103513189
51.25720008688849,51.25720008688849
53.82006009123292,53.82006009123292
53.82006009123292,53.82006009123292
56.51106309579457,56.51106309579457
59.3366162505843,59.3366162505843
62.303447063113516,62.303447063113516
61.89623499080559,61.89623499080559
61.49168443531013,61.49168443531013
58.417100213544614,58.417100213544614
58.417100213544614,58.417100213544614
58.417100213544614,58.417100213544614
61.33795522422185,61.33795522422185
64.40485298543295,64.40485298543295
67.6250956347046,67.6250956347046
71.00635041643984,71.00635041643984
74.55666793726184,74.55666793726184
78.28450133412493,78.28450133412493
82.19872640083118,82.19872640083118
86.30866272087275,86.30866272087275
90.62409585691638,90.62409585691638
86.09289106407056,86.09289106407056
90.39753561727409,90.39753561727409
94.9174123981378,94.9174123981378
90.1715417782309,90.1715417782309
90.1715417782309,90.1715417782309
90.1715417782309,90.1715417782309
90.1715417782309,90.1715417782309
94.68011886714245,94.68011886714245
99.41412481049959,99.41412481049959
99.41412481049959,99.41412481049959
104.38483105102458,104.38483105102458
104.38483105102458,104.38483105102458
104.38483105102458,104.38483105102458
104.38483105102458,104.38483105102458
104.38483105102458,104.38483105102458
104.38483105102458,104.38483105102458
109.60407260357582,109.60407260357582
115.08427623375461,115.08427623375461
120.83849004544234,120.83849004544234
120.83849004544234,120.83849004544234
120.83849004544234,120.83849004544234
120.83849004544234,120.83849004544234
120.83849004544234,120.83849004544234
126.88041454771447,126.88041454771447
126.88041454771447,126.88041454771447
126.88041454771447,126.88041454771447
126.88041454771447,126.88041454771447
120.53639382032874,120.53639382032874
120.53639382032874,120.53639382032874
126.56321351134518,126.56321351134518
126.56321351134518,126.56321351134518
132.89137418691246,132.89137418691246
126.24680547756682,126.24680547756682
132.55914575144516,132.55914575144516
139.18710303901742,139.18710303901742
139.18710303901742,139.18710303901742
132.22774788706653,132.22774788706653
138.83913528141986,138.83913528141986
131.89717851734886,131.89717851734886
125.3023195914814,125.3023195914814
125.3023195914814,125.3023195914814
126.12128900057606,126.12128900057606
126.12128900057606,126.12128900057606
132.42735345060487,132.42735345060487
139.04872112313512,139.04872112313512
