team_a,team_b,p_bma,p_stack,p_risk_adaptive,ensemble_prob
Vanderbilt,West Virginia,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Vanderbilt,Boise St.,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Vanderbilt,Stanford,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Vanderbilt,Florida St.,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Vanderbilt,Belmont,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Vanderbilt,Miami (OH),0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Vanderbilt,Northwestern,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Vanderbilt,Yale,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Vanderbilt,Wake Forest,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Vanderbilt,California,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Arkansas,0.7326797385620916,0.6658212570242704,0.7326797385620916,0.7019707242416663
Louisville,Alabama,0.7326797385620916,0.6658212570242704,0.7326797385620916,0.7019707242416663
Louisville,Texas Tech,0.4039855072463768,0.3989344377415971,0.4039855072463768,0.4016654819902244
Louisville,Tennessee,0.4969291700210553,0.47525138515972487,0.4969291700210553,0.4869722671655049
Louisville,Kansas,0.7326797385620916,0.6658212570242704,0.7326797385620916,0.7019707242416663
Louisville,BYU,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,North Carolina,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Wisconsin,0.7326797385620916,0.6658212570242704,0.7326797385620916,0.7019707242416663
Louisville,Iowa,0.7766410912190963,0.6976991338173574,0.7766410912190963,0.7403819712903696
Louisville,Utah St.,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Kentucky,0.8398692810457516,0.7403559151730074,0.8398692810457516,0.7941614320583182
Louisville,Saint Louis,0.8676470588235294,0.7578111604350182,0.8676470588235294,0.8171979295742878
Louisville,Ohio St.,0.7175006609996059,0.6544328158995014,0.7175006609996059,0.6885327378013819
Louisville,UCLA,0.7766410912190963,0.6976991338173574,0.7766410912190963,0.7403819712903696
