sim,champion,final4
6105,Iowa St.,Duke|Michigan|Iowa St.|Illinois
6106,Michigan,South Fla.|Michigan|Arizona|Arkansas
6107,Florida,Houston|UConn|Arizona|Florida
6108,Michigan,Alabama|Michigan|Iowa St.|Illinois
6109,Florida,Nebraska|UConn|Michigan St.|Florida
6110,Houston,Houston|Vanderbilt|Iowa St.|Florida
6111,Duke,Duke|UConn|Michigan St.|NC State
6112,Illinois,Purdue|Texas Tech|Michigan St.|Illinois
6113,Michigan,Houston|Michigan|UCLA|Cincinnati
6114,Duke,Duke|Texas Tech|Arizona|St. John's (NY)
6115,Arkansas,South Fla.|Gonzaga|Tennessee|Arkansas
6116,Duke,Duke|Ohio St.|Arizona|McNeese
6117,Florida,Duke|Saint Mary's (CA)|Arizona|Florida
6118,McNeese,South Fla.|UConn|Iowa St.|McNeese
6119,Virginia,Duke|Michigan|Arizona|Virginia
6120,South Fla.,South Fla.|Michigan|Arizona|Illinois
6121,Arizona,Georgia|Michigan|Arizona|Santa Clara
6122,Iowa St.,Houston|Gonzaga|Iowa St.|Illinois
6123,Texas Tech,Indiana|Texas Tech|Arizona|NC State
6124,Iowa,Nebraska|Iowa|Iowa St.|St. John's (NY)
6125,NC State,Houston|Ohio St.|Oklahoma|NC State
6126,Florida,Houston|Michigan|Michigan St.|Florida
6127,Michigan,Purdue|Michigan|Louisville|NC State
6128,Michigan,Houston|Michigan|Louisville|Arkansas
6129,Houston,Houston|Michigan|Arizona|Florida
6130,Michigan,Nebraska|Michigan|Arizona|NC State
6131,Michigan,Wisconsin|Michigan|Michigan St.|Arkansas
6132,Duke,Duke|Vanderbilt|Arizona|NC State
6133,Duke,Duke|Saint Mary's (CA)|Arizona|Florida
6134,Duke,Duke|Texas Tech|Iowa St.|Arkansas
6135,Purdue,Purdue|UConn|Tennessee|Florida
6136,Illinois,Purdue|Ohio St.|Arizona|Illinois
6137,Duke,Duke|Gonzaga|Michigan St.|Miami (FL)
6138,Illinois,Nebraska|Iowa|Louisville|Illinois
6139,Florida,Purdue|Texas Tech|Iowa St.|Florida
6140,Arizona,Purdue|Gonzaga|Arizona|Cincinnati
6141,Illinois,Houston|Vanderbilt|Tennessee|Illinois
6142,Duke,Duke|Texas Tech|Arizona|Santa Clara
6143,Arizona,Houston|Ohio St.|Arizona|Florida
6144,Illinois,Duke|Texas Tech|Iowa St.|Illinois
6145,St. John's (NY),Purdue|Texas Tech|Arizona|St. John's (NY)
6146,SMU,SMU|Michigan|Iowa St.|Virginia
6147,Florida,Houston|Vanderbilt|Louisville|Florida
6148,Florida,Georgia|Gonzaga|Arizona|Florida
6149,Florida,Houston|UConn|Louisville|Florida
6150,Duke,Duke|Vanderbilt|Tennessee|St. John's (NY)
6151,Iowa St.,Duke|Michigan|Iowa St.|Kentucky
6152,BYU,Purdue|Texas Tech|BYU|UCF
6153,Illinois,Houston|Texas Tech|Arizona|Illinois
6154,Illinois,South Fla.|Iowa|Iowa St.|Illinois
6155,Illinois,Duke|UConn|Utah St.|Illinois
6156,Florida,Alabama|Saint Mary's (CA)|Arizona|Florida
6157,Illinois,Wisconsin|Iowa|Louisville|Illinois
6158,Duke,Duke|Texas Tech|Louisville|NC State
6159,Houston,Houston|Michigan|Louisville|St. John's (NY)
6160,Purdue,Purdue|Saint Mary's (CA)|Iowa St.|Virginia
6161,Purdue,Purdue|Michigan|Iowa St.|Illinois
6162,Florida,Duke|Gonzaga|Iowa St.|Florida
6163,NC State,Houston|Iowa|Iowa St.|NC State
6164,Michigan,Houston|Michigan|Iowa St.|McNeese
6165,Alabama,Alabama|Michigan|Iowa St.|Illinois
6166,Duke,Duke|Saint Mary's (CA)|Michigan St.|Boise St.
6167,Tennessee,Purdue|Iowa|Tennessee|Florida
6168,Michigan,Houston|Michigan|Iowa St.|Santa Clara
6169,Houston,Houston|Michigan|Arizona|Illinois
6170,South Fla.,South Fla.|Michigan|Iowa St.|Illinois
6171,Michigan St.,Duke|Michigan|Michigan St.|Arkansas
6172,Duke,Duke|Michigan|Iowa St.|Santa Clara
6173,Iowa,Nebraska|Iowa|Arizona|Florida
6174,Duke,Duke|Michigan|Louisville|Kentucky
6175,Arizona,Houston|Texas Tech|Arizona|Illinois
6176,Houston,Houston|Iowa|Iowa St.|Virginia
6177,Duke,Duke|Vanderbilt|Tennessee|NC State
6178,Illinois,Duke|UConn|Iowa St.|Illinois
6179,Arizona,San Diego St.|Texas Tech|Arizona|Arkansas
6180,Houston,Houston|Michigan|Arizona|St. John's (NY)
6181,Iowa St.,Purdue|Michigan|Iowa St.|Virginia
6182,McNeese,Purdue|Michigan|Arizona|McNeese
6183,Arizona,Duke|Gonzaga|Arizona|Illinois
6184,Michigan St.,Houston|Michigan|Michigan St.|NC State
6185,Saint Mary's (CA),Purdue|Saint Mary's (CA)|Louisville|Virginia
6186,Michigan,Nebraska|Michigan|Arizona|Florida
6187,Illinois,South Fla.|Vanderbilt|Iowa St.|Illinois
6188,Michigan,Duke|Michigan|Utah St.|Illinois
6189,Florida,Wisconsin|Michigan|Tennessee|Florida
6190,Iowa St.,Duke|Vanderbilt|Iowa St.|Florida
6191,Iowa St.,Houston|Vanderbilt|Iowa St.|Cincinnati
6192,Florida,Duke|Saint Mary's (CA)|Iowa St.|Florida
6193,Houston,Houston|Gonzaga|Iowa St.|Illinois
6194,Houston,Houston|Texas Tech|Michigan St.|NC State
6195,Illinois,Houston|Texas Tech|Tennessee|Illinois
6196,Michigan St.,Houston|Michigan|Michigan St.|Illinois
6197,Houston,Houston|Texas Tech|Iowa St.|North Carolina
6198,Gonzaga,SMU|Gonzaga|Michigan St.|Boise St.
6199,Houston,Houston|Gonzaga|Louisville|St. John's (NY)
6200,Tennessee,Purdue|Michigan|Tennessee|Cincinnati
6201,Illinois,Purdue|Michigan|Iowa St.|Illinois
6202,Duke,Duke|Texas Tech|Michigan St.|Illinois
6203,Iowa St.,Houston|Iowa|Iowa St.|Virginia
6204,Iowa St.,SMU|Saint Mary's (CA)|Iowa St.|St. John's (NY)
6205,Tennessee,Duke|Iowa|Tennessee|Cincinnati
6206,Duke,Duke|Texas Tech|Michigan St.|Cincinnati
6207,Duke,Duke|Ohio St.|Utah St.|Florida
6208,Florida,Purdue|Michigan|Louisville|Florida
6209,Duke,Duke|Michigan|Iowa St.|St. John's (NY)
6210,Illinois,Duke|Texas Tech|Michigan St.|Illinois
6211,South Fla.,South Fla.|UConn|Tennessee|Illinois
6212,Illinois,Purdue|Michigan|Louisville|Illinois
6213,Florida,Houston|Michigan|Michigan St.|Florida
6214,Tennessee,South Fla.|Michigan|Tennessee|Arkansas
6215,Illinois,Houston|Michigan|Iowa St.|Illinois
6216,Michigan,Houston|Michigan|Iowa St.|Virginia
6217,Virginia,Purdue|Saint Mary's (CA)|Iowa St.|Virginia
6218,Illinois,Purdue|UConn|Arizona|Illinois
6219,UConn,Stanford|UConn|Michigan St.|Santa Clara
6220,Michigan,Alabama|Michigan|Iowa St.|Illinois
6221,Iowa St.,Georgia|Michigan|Iowa St.|Illinois
6222,Duke,Duke|Texas Tech|Utah St.|Cincinnati
6223,Michigan,Alabama|Michigan|Iowa St.|Virginia
6224,Texas Tech,Duke|Texas Tech|Louisville|Florida
6225,Illinois,Houston|Iowa|Iowa St.|Illinois
6226,Florida,Duke|Vanderbilt|Arizona|Florida
6227,Duke,Duke|Missouri|Iowa St.|Illinois
6228,Florida,Alabama|Gonzaga|Tennessee|Florida
6229,Saint Mary's (CA),Houston|Saint Mary's (CA)|Utah St.|St. John's (NY)
6230,Florida,Duke|Michigan|Arizona|Florida
6231,Duke,Duke|Gonzaga|Arizona|Illinois
6232,South Fla.,South Fla.|Texas Tech|Michigan St.|Illinois
6233,Florida,Duke|Michigan|Iowa St.|Florida
6234,Iowa St.,Duke|Michigan|Iowa St.|VCU
6235,Tennessee,Nebraska|Michigan|Tennessee|Santa Clara
6236,Illinois,South Fla.|Vanderbilt|Iowa St.|Illinois
6237,Michigan,Duke|Michigan|Iowa St.|Florida
6238,Illinois,Nebraska|Texas Tech|Arizona|Illinois
6239,Houston,Houston|Michigan|Oklahoma|Florida
6240,Miami (FL),Purdue|Saint Mary's (CA)|Iowa St.|Miami (FL)
6241,Michigan,Duke|Michigan|Tennessee|Kentucky
6242,Illinois,Duke|Iowa|Iowa St.|Illinois
6243,St. John's (NY),Duke|Michigan|Arizona|St. John's (NY)
6244,Arizona,Purdue|Michigan|Arizona|NC State
6245,Florida,Duke|Gonzaga|Iowa St.|Florida
6246,Houston,Houston|Missouri|Iowa St.|North Carolina
6247,Florida,South Fla.|Clemson|Arizona|Florida
6248,Michigan,Indiana|Michigan|Iowa St.|Virginia
6249,Texas Tech,Houston|Texas Tech|Arizona|Florida
6250,Iowa St.,Duke|Texas Tech|Iowa St.|Kentucky
6251,Houston,Houston|Michigan|Iowa St.|Kentucky
6252,Texas Tech,Georgia|Texas Tech|Iowa St.|Florida
6253,Florida,Purdue|Michigan|Iowa St.|Florida
6254,Houston,Houston|Michigan|Iowa St.|Arkansas
6255,Florida,Houston|Michigan|Iowa St.|Florida
6256,NC State,Duke|Texas Tech|Arizona|NC State
6257,St. John's (NY),Houston|Saint Mary's (CA)|Arizona|St. John's (NY)
6258,Louisville,Duke|Texas Tech|Louisville|Illinois
6259,Florida,Purdue|Vanderbilt|Louisville|Florida
6260,Houston,Houston|Michigan|Arizona|NC State
6261,Duke,Duke|Michigan|Iowa St.|Illinois
6262,Arizona,Houston|Vanderbilt|Arizona|Illinois
6263,Iowa St.,Duke|Michigan|Iowa St.|Florida
6264,Michigan,Alabama|Michigan|Arizona|Arkansas
6265,Vanderbilt,Houston|Vanderbilt|Iowa St.|Florida
6266,Duke,Duke|Michigan|UCLA|Virginia
6267,St. John's (NY),South Fla.|Texas Tech|Tennessee|St. John's (NY)
6268,St. John's (NY),Duke|Michigan|Iowa St.|St. John's (NY)
6269,Duke,Duke|Michigan|Iowa St.|St. John's (NY)
6270,Illinois,Wisconsin|UConn|Arizona|Illinois
6271,Arizona,Wisconsin|UConn|Arizona|Florida
6272,Alabama,Alabama|Iowa|Michigan St.|Florida
6273,Michigan,Alabama|Michigan|Villanova|St. John's (NY)
6274,Florida,South Fla.|Vanderbilt|Iowa St.|Florida
6275,Houston,Houston|Gonzaga|Arizona|Illinois
6276,UConn,Alabama|UConn|Louisville|Kentucky
6277,Arizona,Houston|Vanderbilt|Arizona|Virginia
6278,Illinois,Duke|Gonzaga|Louisville|Illinois
6279,Duke,Duke|Vanderbilt|Michigan St.|Illinois
6280,Virginia,Houston|Texas Tech|Iowa St.|Virginia
6281,Houston,Houston|Gonzaga|Michigan St.|Florida
6282,Florida,Purdue|Michigan|Michigan St.|Florida
6283,Duke,Duke|Michigan|Iowa St.|Florida
6284,Purdue,Purdue|Iowa|Louisville|St. John's (NY)
6285,Florida,Purdue|Gonzaga|Iowa St.|Florida
6286,Houston,Houston|Iowa|Iowa St.|North Carolina
6287,Arizona,Houston|Michigan|Arizona|Boise St.
6288,St. John's (NY),SMU|Michigan|Iowa St.|St. John's (NY)
6289,Duke,Duke|Michigan|Iowa St.|Florida
6290,Duke,Duke|Iowa|Michigan St.|Illinois
6291,Michigan,Houston|Michigan|Arizona|Illinois
6292,Illinois,Duke|Michigan|Michigan St.|Illinois
6293,Arizona,Houston|Ohio St.|Arizona|Illinois
6294,Houston,Houston|Michigan|Michigan St.|Virginia
6295,Duke,Duke|Iowa|Arizona|St. John's (NY)
6296,Arizona,Duke|Michigan|Arizona|Virginia
6297,Iowa,Houston|Iowa|Texas A&M|Kentucky
6298,Purdue,Purdue|Vanderbilt|Arizona|Cincinnati
6299,Iowa St.,Duke|Michigan|Iowa St.|NC State
6300,Houston,Houston|Michigan|Louisville|McNeese
6301,Iowa St.,Houston|Michigan|Iowa St.|Illinois
6302,Tennessee,Purdue|Iowa|Tennessee|Florida
6303,Houston,Houston|Texas Tech|Michigan St.|Florida
6304,Illinois,Wisconsin|Texas Tech|Iowa St.|Illinois
6305,Arizona,Houston|Vanderbilt|Arizona|Illinois
6306,Michigan,Purdue|Michigan|Iowa St.|Illinois
6307,Houston,Houston|UConn|Arizona|Arkansas
6308,Michigan,Purdue|Michigan|Tennessee|Virginia
6309,Purdue,Purdue|Michigan|Arizona|Illinois
6310,SMU,SMU|Texas Tech|Arizona|Arkansas
6311,Houston,Houston|Texas Tech|Michigan St.|Florida
6312,Michigan,South Fla.|Michigan|Arizona|Virginia
6313,Iowa,Purdue|Iowa|Arizona|Cincinnati
6314,Cincinnati,South Fla.|Ohio St.|Texas A&M|Cincinnati
6315,Arizona,Houston|UConn|Arizona|Florida
6316,Duke,Duke|Vanderbilt|Iowa St.|NC State
6317,Iowa St.,Duke|Vanderbilt|Iowa St.|Virginia
6318,Houston,Houston|UConn|Arizona|Boise St.
6319,UConn,Duke|UConn|Iowa St.|Florida
6320,Florida,Houston|Texas Tech|Arizona|Florida
6321,Michigan,Purdue|Michigan|Arizona|Illinois
6322,Florida,Houston|Michigan|Tennessee|Florida
6323,Michigan St.,Nebraska|Michigan|Michigan St.|McNeese
6324,Gonzaga,South Fla.|Gonzaga|Iowa St.|Florida
6325,Duke,Duke|Michigan|UCLA|Florida
6326,Arizona,Alabama|Gonzaga|Arizona|Illinois
6327,Florida,Purdue|Michigan|Iowa St.|Florida
6328,Florida,South Fla.|Michigan|Iowa St.|Florida
6329,Iowa St.,Duke|Texas|Iowa St.|Arkansas
6330,McNeese,Houston|Michigan|Michigan St.|McNeese
6331,Houston,Houston|Michigan|Michigan St.|Illinois
6332,Florida,Duke|Michigan|Iowa St.|Florida
6333,Texas Tech,SMU|Texas Tech|Iowa St.|McNeese
6334,UConn,Wisconsin|UConn|Louisville|St. John's (NY)
6335,Ohio St.,Houston|Ohio St.|Arizona|Florida
6336,Duke,Duke|Michigan|Iowa St.|Arkansas
6337,Iowa St.,Duke|Michigan|Iowa St.|Arkansas
6338,Houston,Houston|Michigan|Iowa St.|Florida
6339,Duke,Duke|Michigan|Iowa St.|Florida
6340,Arizona,Duke|Michigan|Arizona|Miami (FL)
6341,Louisville,Duke|Michigan|Louisville|Kentucky
6342,Duke,Duke|Vanderbilt|Iowa St.|Illinois
6343,Florida,South Fla.|UConn|Michigan St.|Florida
6344,Illinois,Houston|Texas Tech|Louisville|Illinois
6345,Michigan,Nebraska|Michigan|Iowa St.|Florida
6346,Iowa St.,South Fla.|UConn|Iowa St.|Virginia
6347,Illinois,Nebraska|Gonzaga|Louisville|Illinois
6348,Duke,Duke|Michigan|Arizona|Virginia
6349,Michigan,Indiana|Michigan|Texas A&M|Florida
6350,Illinois,SMU|Michigan|Iowa St.|Illinois
6351,NC State,Stanford|Texas|Louisville|NC State
6352,Illinois,South Fla.|UConn|Iowa St.|Illinois
6353,Duke,Duke|Michigan|Arizona|Virginia
6354,Florida,Purdue|Michigan|Iowa St.|Florida
6355,NC State,Nebraska|Gonzaga|Arizona|NC State
6356,Michigan,SMU|Michigan|Louisville|Florida
6357,Arizona,Houston|Florida St.|Arizona|Illinois
6358,Arizona,Purdue|Michigan|Arizona|Cincinnati
6359,Michigan,Wisconsin|Michigan|Tennessee|Cincinnati
6360,Florida,Houston|Michigan|Villanova|Florida
6361,Michigan,Houston|Michigan|Arizona|Florida
6362,Illinois,Duke|Michigan|Iowa St.|Illinois
6363,Purdue,Purdue|Michigan|Louisville|Illinois
6364,Iowa St.,Duke|Vanderbilt|Iowa St.|Florida
6365,Texas Tech,Houston|Texas Tech|Arizona|Boise St.
6366,Arizona,Purdue|UConn|Arizona|Virginia
6367,Tennessee,SMU|UConn|Tennessee|St. John's (NY)
6368,Illinois,Duke|Texas Tech|Louisville|Illinois
6369,Iowa St.,Duke|Michigan|Iowa St.|Illinois
6370,Michigan,Alabama|Michigan|Arizona|Illinois
6371,Florida,Purdue|Texas Tech|Iowa St.|Florida
6372,Iowa St.,Wisconsin|Iowa|Iowa St.|Boise St.
6373,Duke,Duke|Missouri|Michigan St.|UCF
6374,Purdue,Purdue|Michigan|Louisville|Florida
6375,Florida,South Fla.|Gonzaga|Iowa St.|Florida
6376,Illinois,Duke|Michigan|Arizona|Illinois
6377,Tennessee,Purdue|Michigan|Tennessee|Arkansas
6378,Michigan,Houston|Michigan|Arizona|Florida
6379,Iowa St.,Duke|Texas Tech|Iowa St.|Santa Clara
6380,Duke,Duke|Michigan|Iowa St.|McNeese
6381,Iowa St.,Duke|UConn|Iowa St.|Illinois
6382,Iowa St.,Purdue|Michigan|Iowa St.|Illinois
6383,Florida,Duke|Ohio St.|Tennessee|Florida
6384,Texas Tech,Saint Louis|Texas Tech|Tennessee|Florida
6385,Iowa St.,Duke|UConn|Iowa St.|St. John's (NY)
6386,Houston,Houston|Texas Tech|Michigan St.|NC State
6387,Houston,Houston|Iowa|Arizona|Florida
6388,Virginia,Houston|Gonzaga|Iowa St.|Virginia
6389,Florida,Purdue|Michigan|Iowa St.|Florida
6390,Purdue,Purdue|Gonzaga|Baylor|Arkansas
6391,Iowa St.,Duke|Iowa|Iowa St.|North Carolina
6392,Michigan,Houston|Michigan|Iowa St.|Illinois
6393,South Fla.,South Fla.|Michigan|Iowa St.|Illinois
6394,NC State,Houston|Michigan|Iowa St.|NC State
6395,Texas Tech,Kansas|Texas Tech|Texas A&M|Florida
6396,Michigan,Duke|Michigan|Auburn|Arkansas
6397,Houston,Houston|Texas Tech|Iowa St.|Florida
6398,Duke,Duke|UConn|Arizona|Florida
6399,Iowa St.,Nebraska|Iowa|Iowa St.|Miami (FL)
6400,Arizona,Wisconsin|Gonzaga|Arizona|Florida
6401,Florida,Kansas|Vanderbilt|Michigan St.|Florida
6402,Kansas,Kansas|UConn|Arizona|Illinois
6403,Tennessee,Purdue|UConn|Tennessee|Arkansas
6404,Houston,Houston|Texas Tech|Arizona|North Carolina
6405,Iowa St.,Houston|Ohio St.|Iowa St.|Florida
6406,Houston,Houston|Gonzaga|UCLA|St. John's (NY)
6407,Florida,Duke|Texas Tech|Iowa St.|Florida
6408,Duke,Duke|Texas Tech|Michigan St.|Miami (FL)
6409,Michigan,Houston|Michigan|Utah St.|Illinois
6410,Saint Mary's (CA),Alabama|Saint Mary's (CA)|Iowa St.|Illinois
6411,Houston,Houston|UConn|Louisville|Illinois
6412,Purdue,Purdue|Michigan|Tennessee|Kentucky
6413,Arizona,Houston|Texas Tech|Arizona|Florida
6414,Saint Mary's (CA),Alabama|Saint Mary's (CA)|Iowa St.|Illinois
6415,Duke,Duke|UConn|Michigan St.|NC State
6416,Michigan,Houston|Michigan|Iowa St.|Arkansas
6417,Illinois,South Fla.|Vanderbilt|Iowa St.|Illinois
6418,Florida,Duke|Gonzaga|Arizona|Florida
6419,South Fla.,South Fla.|Vanderbilt|Iowa St.|Illinois
6420,Florida,Purdue|UConn|Arizona|Florida
6421,West Virginia,Duke|Gonzaga|West Virginia|Illinois
6422,Michigan,Duke|Michigan|Iowa St.|Florida
6423,Illinois,Houston|Michigan|Louisville|Illinois
6424,Florida,Houston|UConn|Arizona|Florida
6425,NC State,Houston|Saint Mary's (CA)|Iowa St.|NC State
6426,Illinois,Houston|Florida St.|UCLA|Illinois
6427,Purdue,Purdue|Vanderbilt|Iowa St.|Illinois
6428,Arizona,Houston|Ohio St.|Arizona|NC State
6429,St. John's (NY),Duke|Saint Mary's (CA)|Louisville|St. John's (NY)
6430,McNeese,Purdue|Michigan|Michigan St.|McNeese
6431,Arizona,Houston|Michigan|Arizona|NC State
6432,South Fla.,South Fla.|Texas Tech|Iowa St.|McNeese
6433,Ohio St.,Georgia|Ohio St.|BYU|St. John's (NY)
6434,Arizona,Duke|UConn|Arizona|Virginia
6435,Texas Tech,Houston|Texas Tech|Arizona|NC State
6436,Saint Mary's (CA),Purdue|Saint Mary's (CA)|Michigan St.|Arkansas
6437,Iowa,Duke|Iowa|Auburn|NC State
6438,Duke,Duke|Michigan|Iowa St.|Illinois
6439,NC State,Purdue|Michigan|Michigan St.|NC State
6440,Illinois,Purdue|Iowa|Michigan St.|Illinois
6441,Florida,South Fla.|Michigan|Michigan St.|Florida
6442,Florida,Duke|Michigan|Arizona|Florida
6443,Illinois,Houston|UConn|Iowa St.|Illinois
6444,St. John's (NY),Duke|UConn|Iowa St.|St. John's (NY)
6445,Houston,Houston|Michigan|Texas A&M|Florida
6446,Duke,Duke|Michigan|Auburn|St. John's (NY)
6447,Iowa St.,Houston|Michigan|Iowa St.|Cincinnati
6448,Michigan,Houston|Michigan|Virginia Tech|Florida
6449,Houston,Houston|Vanderbilt|Auburn|Virginia
6450,Michigan,Duke|Michigan|Iowa St.|Illinois
6451,Florida,Purdue|Michigan|Arizona|Florida
6452,Purdue,Purdue|Michigan|Tennessee|Kentucky
6453,Florida,Duke|Michigan|Iowa St.|Florida
6454,Michigan,Saint Louis|Michigan|Michigan St.|Kentucky
6455,Illinois,Houston|UConn|Iowa St.|Illinois
6456,Iowa St.,Alabama|Michigan|Iowa St.|Florida
6457,Florida,Houston|Vanderbilt|Iowa St.|Florida
6458,Michigan,Georgia|Michigan|Iowa St.|NC State
6459,Duke,Duke|Gonzaga|Arizona|Virginia
6460,Iowa St.,Purdue|Texas Tech|Iowa St.|Florida
6461,Houston,Houston|Michigan|Iowa St.|Illinois
6462,Arkansas,Wisconsin|Texas Tech|Iowa St.|Arkansas
6463,Houston,Houston|Ohio St.|Iowa St.|Florida
6464,Arizona,Kansas|Gonzaga|Arizona|St. John's (NY)
6465,Florida,Houston|Ohio St.|Tennessee|Florida
6466,Michigan,Georgia|Michigan|Michigan St.|Kentucky
6467,Illinois,Houston|Michigan|Iowa St.|Illinois
6468,Arizona,Duke|Ohio St.|Arizona|North Carolina
6469,Duke,Duke|Michigan|Baylor|Illinois
6470,Michigan,Stanford|Michigan|Tennessee|Arkansas
6471,Arizona,Georgia|Ohio St.|Arizona|Illinois
6472,Vanderbilt,SMU|Vanderbilt|Louisville|Florida
6473,Michigan,Kansas|Michigan|Utah St.|Santa Clara
6474,Arizona,Purdue|Michigan|Arizona|Arkansas
6475,Duke,Duke|Michigan|Arizona|Florida
6476,Iowa St.,Kansas|Michigan|Iowa St.|Illinois
6477,Illinois,Purdue|Texas Tech|Arizona|Illinois
6478,Iowa St.,Purdue|Vanderbilt|Iowa St.|Illinois
6479,Iowa St.,Nebraska|Michigan|Iowa St.|Virginia
6480,Michigan,Houston|Michigan|Auburn|Florida
6481,Florida,Duke|Gonzaga|Iowa St.|Florida
6482,Duke,Duke|Texas Tech|Iowa St.|Illinois
6483,Michigan,Houston|Michigan|UCLA|Florida
6484,Michigan,Wisconsin|Michigan|Arizona|Arkansas
6485,Arizona,Duke|Vanderbilt|Arizona|Kentucky
6486,Nebraska,Nebraska|Texas Tech|Iowa St.|Cincinnati
6487,Duke,Duke|Texas Tech|Arizona|Illinois
6488,Florida,Georgia|Texas Tech|Iowa St.|Florida
6489,Florida,Houston|Michigan|Tennessee|Florida
6490,Florida,Purdue|Michigan|Louisville|Florida
6491,Iowa St.,SMU|Iowa|Iowa St.|Florida
6492,Arizona,Houston|Texas Tech|Arizona|Illinois
6493,Iowa St.,Georgia|Saint Mary's (CA)|Iowa St.|Virginia
6494,Florida,Indiana|Iowa|Arizona|Florida
6495,Duke,Duke|Gonzaga|Tennessee|Cincinnati
6496,Ohio St.,South Fla.|Ohio St.|Iowa St.|North Carolina
6497,Duke,Duke|Michigan|Iowa St.|McNeese
6498,Duke,Duke|UConn|Tennessee|Illinois
6499,Iowa St.,Indiana|Michigan|Iowa St.|Virginia
6500,Duke,Duke|Michigan|Tennessee|Florida
6501,St. John's (NY),Duke|Texas Tech|Arizona|St. John's (NY)
6502,Michigan,Indiana|Michigan|Iowa St.|North Carolina
6503,Florida,SMU|UConn|Michigan St.|Florida
6504,Cincinnati,Houston|Ohio St.|Louisville|Cincinnati
6505,Duke,Duke|Michigan|Iowa St.|Florida
6506,Michigan,Duke|Michigan|Arizona|Illinois
6507,Florida,Purdue|Michigan|Louisville|Florida
6508,Houston,Houston|Michigan|Iowa St.|Illinois
6509,Duke,Duke|Michigan|Utah St.|Illinois
6510,Michigan,SMU|Michigan|Arizona|NC State
6511,St. John's (NY),Duke|Michigan|Iowa St.|St. John's (NY)
6512,Michigan,Houston|Michigan|Arizona|Illinois
6513,Florida,Houston|Michigan|Michigan St.|Florida
6514,Duke,Duke|Michigan|Arizona|Miami (FL)
6515,Duke,Duke|Gonzaga|Michigan St.|Miami (OH)
6516,Texas Tech,Duke|Texas Tech|Michigan St.|VCU
6517,Duke,Duke|Gonzaga|Tennessee|St. John's (NY)
6518,Houston,Houston|Gonzaga|BYU|Cincinnati
6519,St. John's (NY),Purdue|Michigan|Iowa St.|St. John's (NY)
6520,UConn,Kansas|UConn|Iowa St.|Florida
6521,Duke,Duke|Saint Mary's (CA)|Iowa St.|Virginia
6522,Arizona,Houston|Gonzaga|Arizona|Illinois
6523,Arizona,Purdue|Michigan|Arizona|North Carolina
6524,Houston,Houston|UConn|Iowa St.|Florida
6525,Duke,Duke|Saint Mary's (CA)|Tennessee|North Carolina
6526,Illinois,Houston|Michigan|Arizona|Illinois
6527,Duke,Duke|Michigan|Iowa St.|Florida
6528,Illinois,Duke|Michigan|Michigan St.|Illinois
6529,Louisville,Saint Louis|UConn|Louisville|McNeese
6530,Michigan,Houston|Michigan|Iowa St.|Illinois
6531,Duke,Duke|UConn|BYU|Santa Clara
6532,Iowa St.,Houston|Gonzaga|Iowa St.|Virginia
6533,Arizona,Purdue|Saint Mary's (CA)|Arizona|Illinois
6534,Arizona,Duke|Texas Tech|Arizona|Florida
6535,Purdue,Purdue|Michigan|Arizona|McNeese
6536,Houston,Houston|Michigan|Michigan St.|Virginia
6537,Arizona,Purdue|Michigan|Arizona|NC State
6538,Duke,Duke|Gonzaga|Iowa St.|Illinois
6539,Arkansas,Purdue|Texas Tech|Michigan St.|Arkansas
6540,Michigan,Duke|Michigan|Arizona|Florida
6541,Florida,Houston|Texas Tech|Auburn|Florida
6542,Duke,Duke|Texas Tech|Iowa St.|Illinois
6543,Michigan,Indiana|Michigan|Iowa St.|Kentucky
6544,Michigan,Purdue|Michigan|Iowa St.|Miami (FL)
6545,NC State,Nebraska|Vanderbilt|Michigan St.|NC State
6546,Michigan,Houston|Michigan|Iowa St.|Florida
6547,Florida,Duke|Gonzaga|Michigan St.|Florida
6548,Iowa St.,Purdue|Texas|Iowa St.|Illinois
6549,Florida,Houston|Ohio St.|Iowa St.|Florida
6550,Michigan,Duke|Michigan|Iowa St.|Virginia
6551,NC State,Duke|UConn|Michigan St.|NC State
6552,Wisconsin,Wisconsin|UConn|Louisville|Virginia
6553,Illinois,Duke|UConn|Tennessee|Illinois
6554,Duke,Duke|Vanderbilt|Michigan St.|Arkansas
6555,Michigan,Houston|Michigan|Iowa St.|Santa Clara
6556,Houston,Houston|Gonzaga|Iowa St.|Florida
6557,Illinois,Duke|Texas Tech|Arizona|Illinois
6558,Illinois,Purdue|Texas Tech|Michigan St.|Illinois
6559,Duke,Duke|UConn|Michigan St.|Virginia
6560,Iowa St.,Duke|Vanderbilt|Iowa St.|McNeese
6561,Arizona,Duke|Vanderbilt|Arizona|Florida
6562,Purdue,Purdue|Vanderbilt|Louisville|Illinois
6563,Duke,Duke|Vanderbilt|UCLA|Florida
6564,Michigan,Purdue|Michigan|Tennessee|Miami (OH)
6565,Iowa St.,Alabama|UConn|Iowa St.|Arkansas
