team_a,team_b,elastic_net_platt,elastic_net_isotonic,elastic_net_beta,elastic_net_venn_abers,gp_platt,gp_isotonic,gp_beta,gp_venn_abers,lightgbm_platt,lightgbm_isotonic,lightgbm_beta,lightgbm_venn_abers,xgboost_platt,xgboost_isotonic,xgboost_beta,xgboost_venn_abers
Michigan St.,Seton Hall,0.7394793403170495,0.8571428571428571,0.8119608373855814,0.8571428571428571,0.7262303100496301,0.8181818181818182,0.8082723652471152,0.8181818181818182,0.570002031413191,0.56,0.5816272041905945,0.56,0.713112368651403,0.8529411764705882,0.7831223671250336,0.8529411764705882
Michigan St.,Virginia Tech,0.735684901216385,0.8571428571428571,0.8069893663474654,0.8571428571428571,0.7438084945359109,0.8181818181818182,0.834260414153193,0.8181818181818182,0.6423402171665923,0.6808510638297872,0.6759836682605316,0.6808510638297872,0.7679894253077545,0.8529411764705882,0.8656004499597528,0.8529411764705882
Michigan St.,Washington,0.728596292728484,0.8571428571428571,0.7977801214347339,0.8571428571428571,0.738324543795888,0.8181818181818182,0.826107166271808,0.8181818181818182,0.7091806027992268,0.7333333333333333,0.7721037869820577,0.7333333333333333,0.769210909059807,0.8529411764705882,0.8674884198224911,0.8529411764705882
Michigan St.,Missouri,0.7061453985763766,0.7727272727272727,0.7691599240140159,0.7727272727272727,0.7159092739462624,0.8181818181818182,0.7932088370778925,0.8181818181818182,0.7276072633649103,0.8,0.8008481598267959,0.8,0.7804547794300716,0.9404955750002219,0.8849582983559712,0.9404955750002219
Michigan St.,West Virginia,0.7416585652280253,0.8571428571428571,0.8148303865678147,0.8571428571428571,0.7309431745776682,0.8181818181818182,0.8151984163125323,0.8181818181818182,0.581354888482901,0.6808510638297872,0.5959821368416228,0.6808510638297872,0.7100826466875627,0.852221530079102,0.7787061425751209,0.852221530079102
Michigan St.,Boise St.,0.7401477106456684,0.8571428571428571,0.8128397876437741,0.8571428571428571,0.7480060119243119,0.8181818181818182,0.84052917243119,0.8181818181818182,0.635999779395859,0.6808510638297872,0.6673900809315795,0.6808510638297872,0.7562775673751739,0.8529411764705882,0.8476063436387731,0.8529411764705882
Michigan St.,Stanford,0.7477816780728495,0.8571428571428571,0.8229535861842664,0.8571428571428571,0.7571175532060732,0.8181818181818182,0.8542202744973111,0.8181818181818182,0.6423402171665923,0.6808510638297872,0.6759836682605316,0.6808510638297872,0.7694943897884381,0.8529411764705882,0.8679268737129487,0.8529411764705882
Michigan St.,Florida St.,0.7276659998903006,0.8571428571428571,0.7965785400851311,0.8571428571428571,0.7392999321776632,0.8181818181818182,0.8275542820041161,0.8181818181818182,0.6012338564608608,0.6808510638297872,0.6214718285933053,0.6808510638297872,0.7471771908186519,0.8529411764705882,0.8337670396315034,0.8529411764705882
Michigan St.,Belmont,0.7835341513694567,0.8571428571428571,0.8728014891098542,0.8571428571428571,0.7907304215531891,0.8888888888888888,0.9056411879951768,0.8888888888888888,0.638985502382969,0.6808510638297872,0.6714274828039383,0.6808510638297872,0.7118346776534067,0.8529411764705882,0.7812582506970864,0.8529411764705882
Michigan St.,Miami (OH),0.7930524403875734,0.8571428571428571,0.8870747101008163,0.8571428571428571,0.7996209937484924,0.8888888888888888,0.9194270135215475,0.8888888888888888,0.7770989689856023,0.9047619047619048,0.8847246190717908,0.9047619047619048,0.8162422525618526,0.97,0.941157451291067,0.97
Michigan St.,Northwestern,0.7516829753053754,0.8571428571428571,0.8281794890661046,0.8571428571428571,0.7624751143489555,0.8571428571428571,0.8623232743321666,0.8571428571428571,0.7423114929185037,0.8824479696201657,0.8246720603099149,0.8824479696201657,0.7759798288571932,0.8529411764705882,0.8779866612234621,0.8529411764705882
Michigan St.,Yale,0.7978316891127349,0.8571428571428571,0.8944725276963253,0.8571428571428571,0.8034829448790495,0.8888888888888888,0.925426448773727,0.8888888888888888,0.6477654784528339,0.6808510638297872,0.6833977730005435,0.6808510638297872,0.7796384661938836,0.9221866475455062,0.8836848165404714,0.9221866475455062
Michigan St.,Wake Forest,0.7607936145416359,0.8571428571428571,0.8405559692800615,0.8571428571428571,0.7740415301691038,0.8571428571428571,0.8799443864181266,0.8571428571428571,0.6068742727453663,0.6808510638297872,0.628796801316633,0.6808510638297872,0.7576381635996658,0.8529411764705882,0.8496863745710165,0.8529411764705882
