year,favorite,underdog,adjoe_diff,adjde_diff,barthag_diff,sos_diff,wab_diff,adjt_diff,adjoe_ratio,adjde_ratio,barthag_ratio,sos_ratio,wab_ratio,adjt_ratio,favorite_win_flag
2014,San Diego State,New Mexico State,-2.327997540362233,-11.216374379906568,0.15434206583993637,0.18760257240026113,8.271806173540813,-3.136830456027724,0.9792757810785155,0.8906310786585212,1.208503863149553,1.4366113627231292,-2.742987654474938,0.9518493396007818,1
2013,Gonzaga,Wichita State,8.218591715122457,-0.7980889437703951,0.0574919441366013,-0.04702427569552092,5.44735993928915,0.09923915687296869,1.0734671632054924,0.9913652317930932,1.0638914005631193,0.9281443122470974,3.335072482601421,1.0015581896873782,0
2013,Syracuse,Marquette,-0.17156284914894115,-6.237810021742533,0.053610794772705916,-0.004879428537272745,0.662735660003249,0.7492840671283574,0.9984952379044659,0.9341220741649546,1.059942432684466,0.9931230897496766,1.148540145156111,1.0118431619057557,1
2013,Syracuse,California,7.3137890172137645,-5.4130217963122504,0.1370932459689369,-0.0031615363290676823,4.6054327781280335,-1.152274246370709,1.068655639062078,0.9423303765501718,1.1690676315081447,0.9955329226834058,9.874409971114984,0.9823185800914298,1
2012,Marquette,Brigham Young,6.3424532998324565,-1.7834023645263386,0.11576185836302133,0.15502142408719333,5.660181406304475,-1.8365598048763019,1.0604638292510247,0.9810002262053017,1.1480134387110061,1.2865452870223595,14.621045155500878,0.9744246680552969,1
2012,Vanderbilt,Harvard,7.638655096207245,-0.5647455950055189,0.09200571958146442,0.21645784086377845,1.6955653379433029,4.650056804858082,1.0702709095813776,0.9940560185233217,1.1115687576691475,1.4451716458575716,1.7264160934304589,1.077144385294556,1
2014,Ohio State,Dayton,-4.609767982657175,-10.515597389235722,0.09249114618508325,0.03866866779465472,3.807676596433129,-0.0016411717048754326,0.9593905565597143,0.8945693388633216,1.1133813925282219,1.0589269216881887,6.427513678342985,0.9999740894921096,0
2013,Wisconsin,Mississippi,-3.006866331403401,-11.105607351403961,0.10613102058634538,0.1278098280471086,2.896342201664316,-8.927518553044948,0.9729619501183916,0.8854924835980517,1.128128058213612,1.2185723644047939,2.7284503782963623,0.8715786793434532,0
2013,Saint Louis,New Mexico State,5.299859188282738,-7.711477086147184,0.2165092479399079,0.10427338834550282,6.747310555490985,-0.42884324789294226,1.051025688560276,0.9201572619743776,1.310346725077198,1.202299307256747,-1.3624019754074994,0.9932725231329217,1
2014,Florida,Pittsburgh,-1.2825265731813715,-5.670838551928256,0.03222531477283175,0.023827769482794192,7.599563167929951,-0.7243556058242646,0.9891018513771962,0.9401379235675079,1.0348829936825044,1.0346882872928116,2.822387346259212,0.9882808735859671,1
2014,Virginia Commonwealth,Stephen F. Austin,-3.835552879248965,-11.72307402501832,0.13903042595316073,0.29536307833849357,1.8674235826732013,7.4129647670298695,0.9659592878540907,0.8853071429847672,1.1843583271508722,1.8318527606902175,2.019093546894869,1.120669071145143,0
2011,Kansas,Illinois,5.9913588859611195,-1.5789232835476241,0.0401657056551028,-0.06334638977189433,8.862624360404627,2.8091071331100608,1.052154871118203,0.9829380218313246,1.0435067031684637,0.9156524652779109,7.541895883976202,1.043092955222038,1
2012,Louisville,Davidson,-6.1117206439670895,-13.697493733586569,0.12939703392654833,0.2675243084712708,5.835772123744441,-1.3927278725616077,0.9453252238515292,0.8631509779182144,1.1657190306052776,1.5869263611793936,-17.201419195075292,0.9792934683174079,1
2012,Kentucky,Baylor,7.0685481846184075,-5.1590077530883605,0.06674705494952315,-0.0009569247482801302,4.29129103941409,-0.3122029741505088,1.060709324168942,0.9460279054173445,1.0736504576164632,0.9986073528815054,1.6165619296238964,0.9952394381468018,1
2012,Baylor,Colorado,11.405179313762275,0.973890237477363,0.13756034105343296,0.052394751359917224,7.240283426722502,0.6600109966881433,1.108592340559225,1.010293429815828,1.1789519907549202,1.0824514389982218,-24.834845199254293,1.0101663061500477,0
2014,Wisconsin,Oregon,4.5427312851644785,-4.015904375986253,0.07334375830103568,0.07567056177837683,5.294102945678013,-5.337252727845858,1.0382834818072424,0.9601083940760072,1.0844144081481193,1.1124413631899337,2.9865249825624125,0.9206935864611991,1
2014,Michigan State,Harvard,7.555136814003575,0.09164249932251778,0.06600989039459959,0.2171464863318141,4.575992356718326,0.7006639899005336,1.067121158752151,1.0009559776037011,1.0764226504651921,1.425576238271962,2.9274589194556473,1.0110246601622077,1
2014,Syracuse,Dayton,1.2220380752337832,-6.209970815185187,0.09720586819223842,0.03262429624692453,7.194947655163348,-3.842380933687984,1.0107654517342066,0.9377380715884588,1.1191610541311452,1.0497157065008933,11.25577688982439,0.9393741427189618,0
2013,Kansas,North Carolina,0.025451024987177107,-6.915130687872491,0.06460101555624531,-0.012797504259568937,4.970847491774278,-3.67026826895966,1.0002257568275723,0.9268596980989806,1.0731425522415872,0.9814029094735995,2.946062110367259,0.9475806964070072,1
2013,Kansas State,La Salle,1.1069717194219209,-1.7876065492452966,0.03792726759109577,-0.005311891057139917,4.93343536408115,-3.018844973745537,1.009775725302635,0.9817071300489802,1.0448921070339225,0.9917523497794639,11.422022447594486,0.9533191292913297,0
2011,Pittsburgh,Butler,7.555493170857147,-1.8855067276181927,0.08348061047179123,0.04977626110103106,7.8684162182208865,-1.1162145635444745,1.0673390818896211,0.9803523508198075,1.0973146881286246,1.0783649904637331,-19.907110920219452,0.9823575482366211,0
2012,Kansas,Purdue,-3.70524180805306,-10.91815630449453,0.07382722228995031,0.03884502045604976,6.464378802387771,2.076287313427514,0.9685552994932899,0.8902997957141463,1.0844173629553369,1.056739434076184,4.691789481128912,1.0323028035506865,1
